Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location,Is_Duplicate
King Of Biryani,3.4,"Biryani,Mughlai,Mandi",200.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Apsara Chicken Pakodi,4.0,Fast Food,200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Thalapaka Food's,,"Biryani,North Indian",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Burger It Up,4.1,"Burger,American,Fast Food,Desserts,Shake,Beverages",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani Ka Adda,3.1,Biryani,200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Burger Brothers,,Burger,200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Burger Fried Chicken/BFC,3.4,"Burger,Fast Food,Shake",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
John Mess and Fast foods,,"Mughlai,Chinese",200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Murugan Bhavan,3.9,"Biryani,South Indian",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Samosay...The Magic Snack,,"Fast Food,Street Food",200.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Sai Family Restaurant,3.2,"Chinese,South Indian",200.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel Venkayya,,South Indian,200.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Meals101,4.1,"Asian,North Indian,Chinese,Mexican,Italian,Desserts,Beverages,Sichuan",200.0,33.0,Restaurant partner follows WHO protocol,Vijayawada,False
4 M Biryani Bazar,,"South Indian,Street Food",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Srinu Noodles,4.6,Chinese,200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Indiana Burgers,3.6,"Burger,Fast Food,Rolls,Beverages,Desserts,Shake",200.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Hotel SK 7,,"North Indian,Chinese,Mughlai,Biryani",400.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Venkateswara Vilas,4.0,"South Indian,Andhra",400.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Meal Box,2.7,Biryani,400.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Quality Tiffins And Fast Food,,South Indian,400.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Need Best Gifts,4.0,Desserts,400.0,38.0,Restaurant partner follows WHO protocol,Vijayawada,False
Wings And Samosas,3.8,"Fast Food,Street Food,Rolls,Beverages",400.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Ms. Matka,,"Chinese,Pizza",400.0,40.0,Restaurant partner follows WHO protocol,Vijayawada,False
Faasos Signature Wraps and Rolls,3.6,"Rolls,Wraps,Fast Food",400.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Frozen Feast,3.5,"Pizza,Beverages",400.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bombay Biryani,4.0,"Biryani,Chinese",400.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Mumbai Kulfi,,"Ice Cream,Desserts",400.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Five Elements Resto Cafe,4.0,"North Indian,South Indian,Biryani,Seafood,Mughlai,Chinese,Fast Food,Beverages",400.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pot Pizza - Kullad Pizza,3.0,Pizza,150.0,36.0,Restaurant partner follows WHO protocol,Vijayawada,False
Food Stop,,South Indian,150.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kingdom Fast Foods,4.1,Chinese,150.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Central Kitchen,,North Indian,150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bigies Burger,3.0,Burger,150.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Helly & Chilly Cafe,3.6,"Pizza,Burger,Sandwich,Fast Food,Beverages",150.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani By Kg,3.5,Biryani,150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Akbar Hotel,,Biryani,150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Blue Fox,3.7,"Chinese,North Indian,Seafood,Desserts,Beverages",150.0,16.0,Restaurant partner follows WHO protocol,Vijayawada,False
Nutree Sip,4.3,"Juices,Beverages",150.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
Crazy Shakes,4.2,Beverages,150.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Thanmayi Inn,4.1,"South Indian,North Indian,Biryani,Chinese,Andhra,Desserts,Beverages",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Delights by INOX,3.9,"Fast Food,Street Food,Finger Food",200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Arby's Grills & Rolls,3.1,"Burger,Fast Food",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chinese Fusion,4.0,"Chinese,Sichuan,Seafood",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cocktails Restaurant & Bar,4.1,"North Indian,Chinese,Seafood,Ice Cream,Beverages,Biryani",200.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Balaji Kulfi Faluda,4.0,Desserts,200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Your's KS Bakers,4.0,"Bakery,Fast Food",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sanjana Home Foods,,"South Indian,Biryani,Chinese",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Iceberg Organic Icecreams,3.3,"Ice Cream,Desserts,Shake",200.0,15.0,Restaurant partner follows WHO protocol,Vijayawada,False
Fusion Biryani,,Biryani,200.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kunafa Croods,,Desserts,200.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Roti Curry & Co,3.6,"Andhra,Nepalese",200.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Ahmad Raza Star Biryani's,,"Biryani,North Indian,Chinese,Kebab",200.0,12.0,Restaurant partner follows WHO protocol,Vijayawada,False
12-3 AM Biryani,3.1,"Fast Food,Street Food,North Indian,Desserts,Beverages",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pistha House,3.1,"Biryani,Chinese,Fast Food,Sichuan",200.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Yummy In My Tummy,,Andhra,200.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
4M Biryani House,3.1,Biryani,200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cane Magic,4.4,Beverages,200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
S.S Cool Drinks & Genral Stores,4.0,"Beverages,Ice Cream",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Barbeque Pride,4.0,"Chinese,BBQ,South Indian,North Indian",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Andhra Aritaku Bhojanam,,"Andhra,South Indian",200.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Vijayadurga Restaurant,,"Chinese,Fast Food,Biryani",200.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Shakes Factory,4.2,"Shake,Beverages",200.0,18.0,Restaurant partner follows WHO protocol,Vijayawada,False
RFC,3.7,"Fast Food,Burger,Shake",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Royal Thick Shakes,,"Fast Food,Ice Cream,Shake,Desserts,Beverages",200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Charvi's Pure Veg,3.5,"North Indian,Street Food,Juices,Shake,Coffee,Ice Cream,Desserts",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Salad Salsa,,Salad,150.0,34.0,Restaurant partner follows WHO protocol,Vijayawada,False
Snack Zone Cafeteria,3.9,"Street Food,Sandwich,Beverages,Fast Food",150.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
A1 Quality Falooda,3.6,"Desserts,Ice Cream",150.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Andhra Meal Company,,"Andhra,Desserts",150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bashi Bhai Dum Biryani,,"Biryani,Hyderabadi",150.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Khichdi Kompany,,"Gujarati,Healthy Food",150.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Nature's Coconut Juice Bar,,"Pizza,Momos,Burger,Sandwich,Fast Food,Street Food",150.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Southern Food Adda,,"Tea,Street Food,Shawarma,Biryani,Chinese,North Indian,South Indian",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Food Island,3.3,North Indian,150.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Rolls & More,3.3,"Fast Food,Street Food,Momos",150.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Meals And Snacks,,Biryani,150.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
"Navarang Cool Drinks, Ice Creams & Bakery",4.3,"Ice Cream,Beverages,Desserts",150.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Drive In,,Chinese,150.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
U Tube Restaurant,3.5,"Biryani,South Indian,Fast Food,Sichuan",150.0,46.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cuffed To Food,4.0,"Fast Food,BBQ,Beverages",150.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Canjskheer,4.4,Desserts,150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Potta Penchukundam,3.2,"Biryani,North Indian",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Le Crusto Cafe,4.1,"Bakery,Desserts",150.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
King of Burgers,3.6,Burger,150.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pinacle Pure Curd,4.0,"Beverages,South Indian",150.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bala Murugan Dhaba,3.7,"Andhra,North Indian,Chinese,Biryani",150.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
Al Madeena Shawarma,,Shawarma,150.0,15.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shake's Spot,,Shake,150.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Daa -Tinu,,"Street Food,South Indian,North Indian",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cothas Coffee,,Beverages,200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sandwich Box,,"Tea,Fast Food",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sugar Twist,4.0,"Desserts,Bakery",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani Place,3.0,Biryani,200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Broadway Bistro,,"Chinese,Pizza,Sandwich,Burger,Fast Food",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cafe Terrase,4.0,"Cafe,Coffee,Pasta,Chinese,Pizza,Fast Food,Desserts,Beverages",200.0,27.0,Restaurant partner follows WHO protocol,Vijayawada,False
Supreme Biryani'z,,Biryani,200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Happy Snacks,,Rolls,200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani Boxes,,"Street Food,Fast Food,Biryani,North Indian,Mughlai,Chinese,Shawarma,Beverages",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Nicoli Pasticceria,4.4,"Fast Food,Italian,Beverages",200.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sai Durga Bhavani Hotel & Caterings,4.3,"South Indian,Chinese,Biryani,Andhra",200.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Jumbo Sandwiches,,"Burger,Sandwich",150.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bowl 99,,North Indian,150.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani &,,"Biryani,North Indian",150.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
The Madras Kitchens,,"South Indian,Chinese,North Indian,Sichuan,Biryani",150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Arabic Foods,,"Biryani,Mandi,Chinese,Ice Cream,Shake",150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Sai Tiffin And Curry Point,,"South Indian,Street Food",150.0,15.0,Restaurant partner follows WHO protocol,Vijayawada,False
Feeling Hungry,,Fast Food,150.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Rajasthani’s Dhaba Food,2.9,Rolls,150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chinese Box,,"South Indian,Street Food",150.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Samosay,,"Street Food,Fast Food",150.0,57.0,Restaurant partner follows WHO protocol,Vijayawada,False
Fish & Chips,2.9,Fast Food,150.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Food Time,3.6,"South Indian,Andhra,Pizza,Fast Food,Shake",150.0,45.0,Restaurant partner follows WHO protocol,Vijayawada,False
Royal Biryani,2.5,Biryani,200.0,33.0,Restaurant partner follows WHO protocol,Vijayawada,False
Taste of Lassie,,Beverages,200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Food Ocean,4.0,"Burger,Fast Food,Street Food,Biryani",200.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Shakes Theory,,Shake,200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Drive Street,,"South Indian,North Indian,Chinese,Sichuan,Biryani",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Gala Dreams,4.6,"South Indian,Desserts,Street Food",200.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Vadistara,,"South Indian,Street Food",200.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Gallery Restaurant,4.0,"Biryani,North Indian",200.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kirpal Dhaba,4.4,"North Indian,Street Food",200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Ghazal - Hotel Kosala,4.1,North Indian,200.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Anil Fast Foods,4.1,"Chinese,Ice Cream",200.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
Veggie Hangout,3.6,"Desserts,Sandwich,Pizza,Fast Food,Beverages",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Ixcacao,,"Waffle,Ice Cream,Shake",200.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
A1 Pulkha Point And Chinese,2.9,"North Indian,Chinese",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bezawada Vari Falooda,3.9,Desserts,200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Eat Streetz,3.2,Fast Food,200.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chinese Bistro,,"Chinese,North Indian",200.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Juice Blog,,"Juices,Shake,Beverages,Sandwich,Pizza,Burger,Fast Food",200.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Thickshake Junction,3.0,"Fast Food,Street Food,Shake,Coffee,Beverages,Ice Cream",200.0,25.0,Restaurant partner follows WHO protocol,Vijayawada,False
Belly’s Stone Factory,3.7,"Ice Cream,Shake",200.0,13.0,Restaurant partner follows WHO protocol,Vijayawada,False
House Of Candy,,Desserts,200.0,12.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cream Bell Ice Cream,,Ice Cream,200.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Cool Zone,4.3,"Fast Food,Desserts,Beverages",200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dawat,3.4,"Biryani,Fast Food,North Indian,Chinese",200.0,28.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chill And Cheese,4.0,"Burger,Shake",150.0,23.0,Restaurant partner follows WHO protocol,Vijayawada,False
TFL,4.1,"Italian,Continental,Chinese,Bakery,Beverages,Sichuan",150.0,9.0,Restaurant partner follows WHO protocol,Vijayawada,False
Aaha Family Restaurant,2.9,Biryani,150.0,31.0,Restaurant partner follows WHO protocol,Vijayawada,False
Chic N Cone,,"Beverages,Fast Food",150.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Myfroyoland Premium Frozen Yogurt,3.9,"Frozen Yogurt,Desserts,Ice Cream",150.0,12.0,Restaurant partner follows WHO protocol,Vijayawada,False
Àahaar Multi Cuisine Restaurant,3.0,"South Indian,Chinese",150.0,17.0,Restaurant partner follows WHO protocol,Vijayawada,False
Bhai's Biryani,3.7,Biryani,150.0,21.0,Restaurant partner follows WHO protocol,Vijayawada,False
Oh My Biryani,,"Fast Food,Biryani",150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Uppu Karam,,Andhra,150.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pakodi Factory,3.3,"Street Food,Fast Food",150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
10 Downing Street,4.3,"Chinese,North Indian,Continental,Rolls,Salad,Seafood,Sichuan",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kullad Pizza - The Pot,,Fast Food,150.0,32.0,Restaurant partner follows WHO protocol,Vijayawada,False
Kingdom Chinese Fast Foods,3.5,"Chinese,Biryani,Fast Food,Street Food,North Indian,Shawarma,Desserts,Beverages",150.0,35.0,Restaurant partner follows WHO protocol,Vijayawada,False
Pizza Mania,3.7,Pizza,150.0,30.0,Restaurant partner follows WHO protocol,Vijayawada,False
Masala Hut,3.8,"South Indian,North Indian",150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Salt and Pepper,2.6,Fast Food,150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Five Star Chinese Foods,,Chinese,150.0,48.0,Restaurant partner follows WHO protocol,Vijayawada,False
The C53 Cafe,4.2,"Chinese,Burger,Sandwich,Pizza,Pasta,Fast Food,Desserts,Beverages",150.0,19.0,Restaurant partner follows WHO protocol,Vijayawada,False
Gouse Shawarma,3.8,Shawarma,150.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
F3 Manor Food Plaza,2.8,"Asian,Fast Food,Street Food",150.0,15.0,Restaurant partner follows WHO protocol,Vijayawada,False
Sri Balaji Vindhu,,Street Food,150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Biryani Grill,3.1,"South Indian,Street Food",150.0,20.0,Restaurant partner follows WHO protocol,Vijayawada,False
Desi Biryani Durbar,,Biryani,150.0,26.0,Restaurant partner follows WHO protocol,Vijayawada,False
Thappoo Thaaa Juices,,Beverages,150.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Alpaharam Bowl Concepts,,Andhra,200.0,24.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dhondiram's,,"Biryani,Street Food",200.0,29.0,Restaurant partner follows WHO protocol,Vijayawada,False
Dessertino Shakes And More,4.3,"Ice Cream,Desserts,Waffle,Pizza,Fast Food,Shake,Coffee,Beverages",200.0,22.0,Restaurant partner follows WHO protocol,Vijayawada,False
