Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location,Is_Duplicate
Chawla's Vegetarian,4.2,"North Indian,South Indian,Chinese,Fast Food,Desserts,Beverages",300.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
New New York Pizzeria,3.7,"Pizza,Pasta,Beverages,Finger Food",300.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chhatwal Ice Cream,4.5,"Desserts,Beverages,Mithai,Ice Cream",300.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Small World Cafe,4.0,"Cafe,Italian,Continental,Burger,Salad,Pizza,Desserts",300.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kumar Ice Cream,4.2,Ice Cream,300.0,15.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cool & Hot Zone,3.9,"Fast Food,Pasta,Rolls,Chinese,Shake",300.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sharma Refreshment,4.3,Street Food,300.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chinese Basket,4.3,"Chinese,North Indian",300.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
HD Pizza,4.0,"Pizza,Sandwich",300.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pammi Di Hatti,4.1,Street Food,300.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bhatia Pakora Bhandar,4.3,Street Food,300.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gym N Diet,3.7,Healthy Food,300.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Daksh Fast Food,3.7,"Fast Food,Street Food",150.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pure Veg Meals by Lunchbox,3.6,North Indian,150.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Lovely Vaishno Dhaba,3.9,North Indian,150.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gautams O Dine,3.4,"Italian,Fast Food,Thai,Chinese,North Indian,Ice Cream,Desserts,Beverages",150.0,46.0,Restaurant partner follows WHO protocol,Ludhiana,False
Burger Factory,4.2,"Kebab,Fast Food,Burger,North Indian,Chinese",150.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Drawing Room,3.8,"European,Italian,Street Food,Fast Food,Beverages,Desserts,Chinese,North Indian",150.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Batra Confectionary,3.4,"Bakery,Fast Food,Street Food,Beverages",150.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shri Balaji Vaishno Food,3.8,"North Indian,Chinese",150.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shree Radhey Sweets,3.6,"Mithai,Street Food,Chinese",150.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Nathumal & Ghudoomal,4.1,"Mithai,Beverages",150.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Street Chef,,"Momos,Rolls",150.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Ovens N Grills,,"Pizza,Burger,Wraps,Fast Food,Street Food,Shake,Beverages",150.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Tasty Bite's,4.1,"Burger,Rolls,Fast Food,Chinese",150.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mexico Pizzeria,4.2,"Fast Food,Pizza,Sandwich,Shake,Beverages",150.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Paan And Hookah Bar,,"Pizza,North Indian,Fast Food",150.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Novelty Ice Cream,4.3,"Desserts,Ice Cream,Beverages",150.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
Saawariya Fast Food,,"Chinese,Fast Food",150.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Laal Ji Foods,,"Chinese,North Indian,Fast Food,Street Food,Beverages",150.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Golden Table,3.4,"North Indian,South Indian,Chinese,Pizza,Sandwich,Burger,Momos,Fast Food",150.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Basant Ishna The Food Hub,,"Burger,Pizza,Fast Food,Chinese,Momos,North Indian",150.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Food Times Restaurant,3.8,"North Indian,Street Food",150.0,51.0,Restaurant partner follows WHO protocol,Ludhiana,False
Firangi Bake,4.1,"Italian,Mexican",150.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Yumpling,3.5,"Fast Food,Chinese,Seafood",150.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
HeeBee Coffee,4.4,"Coffee,Cafe,Beverages",150.0,16.0,Restaurant partner follows WHO protocol,Ludhiana,False
Debbie's Kitchen,4.0,"North Indian,Sandwich,Street Food",100.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cafe Delhi Heights,,"North Indian,Asian,Continental,Chinese,Desserts,Shake,Coffee,Beverages",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Snacks Time By Ranjan,3.3,"North Indian,Fast Food,Burger,Chinese",100.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Freak Baker,4.4,"Pizza,Fast Food",100.0,44.0,Restaurant partner follows WHO protocol,Ludhiana,False
Vinod Hot Shop,,"Chinese,Fast Food,Street Food",100.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ludhiana Haat,,"North Indian,Fast Food,Street Food",100.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
The New Shop 24 Hours,3.8,"Sandwich,Burger,North Indian,Fast Food,Salad,Shake,Beverages,Wraps",100.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Myfroyoland Premium Frozen Yogurt,4.3,"Desserts,Frozen Yogurt",100.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ludhiana Eating Hub,4.3,"Burger,Wraps,Fast Food",100.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hotel V2V,4.1,"North Indian,Italian,Chinese,Fast Food,Mughlai",100.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shudh Dhaba,3.4,North Indian,100.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sheela Chuski,,Desserts,100.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
China Canteen By The Urban Bhukkad,3.4,Chinese,350.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Raju Fast Food,3.3,"Fast Food,North Indian,Burger,Pizza",350.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mee Bakers,3.0,"Bakery,Sandwich,Pizza",350.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mr Paranthas,3.4,"North Indian,Sandwich,Beverages",350.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
All Day Coffee Company,3.7,Coffee,350.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Panday Dosa,3.7,"South Indian,Fast Food,Chinese,Burger,Desserts,Beverages",350.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
25 Rice Bowls,4.3,North Indian,350.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sibal Food Plaza,3.6,Chinese,350.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Neha's Kitchen,4.2,"North Indian,Mughlai,Chinese",350.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Dum Safar Biryani by Barbeque Nation,3.9,"Biryani,North Indian,Kebab,BBQ,Beverages,Desserts",350.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chaurasia Paan Studio,4.5,Paan,350.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
City Vaishno Dhaba,3.8,North Indian,350.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chawla Ice Cream,4.1,"Ice Cream,Desserts",200.0,11.0,Restaurant partner follows WHO protocol,Ludhiana,False
Dawat - E - Khaas,4.0,"North Indian,South Indian",200.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pizza Mexicana,4.0,"Pizza,Burger,Wraps,Fast Food",200.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Khushboo Fast Food,3.5,"Chinese,Fast Food",200.0,42.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mr. King Burger,3.5,"Fast Food,Chinese,Burger",200.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Giani Vaishno Dhaba,3.8,North Indian,200.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Zaika The Emperors Kitchen,4.1,"North Indian,Mughlai,Chinese,Continental,Italian,Beverages,Desserts",200.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Good Bowl,3.8,"North Indian,Pasta,Italian",200.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Born For Food - BFF,,"Fast Food,Wraps,Pizza,Sandwich,Burger,Momos,Street Food,Beverages",200.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Yummy In The Tummy,3.6,"North Indian,Chinese,Street Food,Shake",200.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Brooklyn Creamery - Healthy Ice Cream,3.7,Ice Cream,200.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chai Apps,3.1,"Tea,Shake,Beverages,Sandwich,Pizza,Fast Food,Street Food,Momos",200.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mukhiya Ji Malai Chaap Delhi Wale,,"North Indian,Chinese,Momos,Rolls",150.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sant Fast Food,,"Fast Food,North Indian",150.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
R.K Sanjha Chulha,4.0,North Indian,150.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bindra's Tandoor Junction,4.4,North Indian,150.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Jeet Confectionery and Fast Food,,"North Indian,Chinese,Fast Food,Street Food",150.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bistro Flamme Bois,4.0,"Continental,Salad",150.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sandwich Junction,4.0,"Sandwich,Burger,Fast Food",150.0,42.0,Restaurant partner follows WHO protocol,Ludhiana,False
Duggal Bakers,3.8,"Bakery,Desserts",150.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chaurasia Pan Parlour,4.5,Paan,150.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shubham's Kitchen,,North Indian,150.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
Radhe Shyam Chat Bhandar And Fast Food,3.7,"Chinese,Fast Food,Street Food",150.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
Anshu Vegetarian,3.6,"North Indian,Chinese,Burger,Fast Food,Ice Cream,Shake,Beverages",150.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Aroma Tandoori,3.8,North Indian,400.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Copakai - Bakes & Beans,4.0,"Sandwich,Pizza,Pasta,Salad,Mexican,Continental,Asian,Cafe",400.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ambalay Walay Golgappe,3.9,Street Food,400.0,19.0,Restaurant partner follows WHO protocol,Ludhiana,False
3 K Resorts,3.8,"North Indian,Chinese,Biryani,Rolls",400.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
Theka Coffee,3.5,"Coffee,Beverages",400.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shivam Fast Food,,"Chinese,Burger,Fast Food",400.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bite Box,,"Fast Food,Sandwich,Pizza,Burger,Wraps,Beverages",400.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Parantha Express,3.3,North Indian,400.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Nation,,Bakery,400.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Singh Flames,4.3,"Fast Food,Pizza,Sandwich,Burger",400.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Sun Foods,3.2,"Bihari,Pasta",400.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Qahwaa Coffee,4.3,"North Indian,Waffle,Coffee,Bubble Tea,Beverages",400.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Desi Swaad,,North Indian,100.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
34 Chowringhee Lane,3.8,"Momos,Chinese,Rolls",150.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kake Di Hatti,3.2,"North Indian,Rolls",150.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Oven Story Pizza - Standout Toppings,3.4,"Pizza,Fast Food",250.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Biryani Zaika,,"Biryani,North Indian",100.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Yellow Chilli,3.7,"North Indian,Chinese,Mughlai,Seafood,Biryani,Beverages",600.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ansh Bakers,4.0,Bakery,100.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Farm Fresh Meat Specialities,3.7,"Mughlai,North Indian,Burger,Sandwich,Rolls,Healthy Food,BBQ,Chinese",350.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Carl's N Flames,3.3,"Fast Food,Sandwich,Burger,Pizza,Italian,Salad",150.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Garry's Dhaba,4.1,"North Indian,Chinese,Mughlai",150.0,44.0,Restaurant partner follows WHO protocol,Ludhiana,False
Biryani By The Urban Bhukkad,2.9,Biryani,200.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Big Buns,,"Burger,Pizza,Fast Food,Street Food",200.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Originals,,"North Indian,Fast Food",100.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ram Ji Di Hatti,,"North Indian,Chinese,South Indian,Pizza,Fast Food,Shake,Beverages",200.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mera Parantha,,North Indian,150.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
Healthy Food By Naaz,,"Healthy Food,Fast Food,Salad,Shake,Beverages",150.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bindra Dhaba,,North Indian,200.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Real Natural Food,,"North Indian,Chinese,Pizza,Burger,Pasta,Rolls,Fast Food,Street Food",400.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Studio 61,,Bakery,250.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Lover,,Bakery,150.0,48.0,Restaurant partner follows WHO protocol,Ludhiana,False
Wai Yu Mun Ching,3.8,"Chinese,Pizza,Burger,Sandwich,Fast Food,Pasta,Shake,Beverages",250.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chapati Vegetarian,,"North Indian,Sandwich,Fast Food,Beverages,Burger,Pasta",200.0,39.0,Restaurant partner follows WHO protocol,Ludhiana,False
PB 25 Wale,,"Pizza,Sandwich",200.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chilli John,,"North Indian,South Indian,Chinese,Burger,Pizza,Fast Food,Street Food,Shake",200.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
CAF,4.0,"Shake,Beverages,Fast Food",200.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ludhiyana Kathi Roll,,Rolls,200.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mom's Kitchen Magic,,"North Indian,South Indian,Beverages",200.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
DJ Momos,3.3,"Momos,Kebab,Fast Food",200.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pardhan Dhaba,4.3,North Indian,200.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
S.W.A.T The Food Truck,4.0,"Fast Food,Seafood,North Indian",200.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sushil Fast Food,3.7,"Fast Food,Chinese,North Indian",200.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Doctor Food,4.1,Fast Food,200.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cafe After Hours,2.9,"Thai,Chinese,North Indian,Salad,Desserts,Momos,Pasta,Sandwich",200.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Apna Chai Wala,,"Tea,Fast Food,Pizza,Burger,Sandwich,Beverages",200.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
London Fried Chicken,,"North Indian,Fast Food",200.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Faasos Signature Wraps and Rolls,3.9,"Rolls,Wraps,Fast Food",200.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Punjabi Chulla,3.8,"North Indian,Fast Food,Chinese,Biryani,Mughlai,Shake,Beverages",350.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chilli Slice,,"Chinese,Pizza,South Indian",350.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Lucky Chicken,,"North Indian,Chinese,Mughlai",350.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kalra Ice Cream,4.3,Ice Cream,350.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mr BBQ,,"Biryani,Mughlai",350.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Oscar's,,"Chinese,North Indian,Mughlai,Bar Food,Continental,Italian,Biryani,Desserts",350.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chacha Fish Corner,4.3,Seafood,350.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bar-ish,3.1,"Bar Food,North Indian,Shake,Beverages",350.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Tatami,3.7,Japanese,350.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Om Parkash Fast Food,,Fast Food,350.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cuppachaii,3.5,"Tea,North Indian,Sandwich,Fast Food,Street Food,Beverages",350.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Brew Estate,3.6,"North Indian,Continental,Italian,Fast Food,Pizza,Burger,Rolls,Beverages",350.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Town Square Cafe,3.9,"North Indian,Fast Food,Oriental,Mughlai,Mexican,Italian,Pasta,Desserts",450.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
More Than Prantha's,4.0,"North Indian,South Indian,Street Food",450.0,46.0,Restaurant partner follows WHO protocol,Ludhiana,False
Fat Chicken 7,4.0,North Indian,450.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Big Tummy,3.3,"Fast Food,North Indian",450.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Crispy Bites,3.8,"Fast Food,Momos,Rolls,Chinese,Beverages",450.0,26.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ravi Spicy Chicken Point,,"North Indian,Mughlai,Kebab,Chinese",450.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Dessert Heaven - Pure Veg,,"Desserts,Bakery",450.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pizza Roma,3.7,"Pizza,Fast Food",450.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Peri Peri Chicken,,"North Indian,Chinese",450.0,15.0,Restaurant partner follows WHO protocol,Ludhiana,False
Underdoggs Brewery & Kitchen,4.0,"North Indian,Continental,Asian,Pizza,Oriental,Beverages",450.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Home Style Kitchen & Chinese Food,,North Indian,450.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
GN Bakery,,"Bakery,Momos,Pizza",450.0,14.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hotel Kohinoor,3.9,"North Indian,Chinese,Sandwich,Fast Food",350.0,44.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chaurasia Paan Parlour Shop,4.4,Paan,350.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mahey Fast Food,3.6,"Burger,Rolls,Chinese,North Indian",350.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
Healthy Snacks N Sandwiches,,"Sandwich,Burger",350.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Food Junction,3.1,"North Indian,Chinese,Mughlai",350.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Urban Flames,,"North Indian,Biryani",350.0,25.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Italian Chef,,"Pizza,Burger,Pasta,Fast Food,Shake,Beverages",350.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
Matta Pickles,4.0,North Indian,350.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bistro DID,4.0,"Cafe,Coffee,Sandwich,Fast Food,Desserts,Beverages",350.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Jain Snacks Corner,4.2,"Fast Food,Chinese,Burger,North Indian",350.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Star South,,"South Indian,North Indian,Chinese,Fast Food,Shake,Juices,Beverages",350.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bakes N Shakes,3.6,"North Indian,Chinese,Fast Food,Beverages",350.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Biryani Box,,Biryani,400.0,24.0,Restaurant partner follows WHO protocol,Ludhiana,False
De Benito - Bistro & Cafe,,"North Indian,Italian,Asian,Continental,Fast Food,Desserts,Coffee,Beverages",750.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sonu Burgur Corner,3.6,Fast Food,100.0,27.0,Restaurant partner follows WHO protocol,Ludhiana,False
Oliva Lounge Bar,3.6,"Italian,Continental,Thai,Mexican,Pizza",650.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Veg Daawat By Behrouz,4.0,"Biryani,North Indian,Mughlai",300.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Tikka Junction,,"North Indian,Kebab",200.0,29.0,Restaurant partner follows WHO protocol,Ludhiana,False
Down Town,4.2,"North Indian,Mughlai,Seafood,Chinese,Fast Food,Ice Cream,Desserts,Beverages",500.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Room,3.1,Bakery,200.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
Annapurna Rasoi,3.2,"Fast Food,North Indian,Street Food,Sandwich,Bakery,Desserts,Beverages",150.0,44.0,Restaurant partner follows WHO protocol,Ludhiana,False
Good Food,,"North Indian,Chinese",250.0,21.0,Restaurant partner follows WHO protocol,Ludhiana,False
Bablu Vaishno Dhaba,3.1,"North Indian,Street Food",100.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Kitchen Table,,"North Indian,Street Food,Beverages",150.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
King Fast Food,,"Pizza,Burger,Rolls,Fast Food,Street Food,Chinese",200.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Hotel Friends Regency Restaurant,4.0,"North Indian,Salad,Chinese,Continental,Kebab,Biryani,Oriental,Desserts",450.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Nathu Mal Ghudoo Mal's,4.3,"Mithai,Street Food",100.0,15.0,Restaurant partner follows WHO protocol,Ludhiana,False
B Snack,,Fast Food,100.0,31.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mamu Tandoori Chaap Corner,,North Indian,100.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
The 7 Spices,4.3,North Indian,40.0,34.0,Restaurant partner follows WHO protocol,Ludhiana,False
HFC - Hritik Fried Chicken,,"Fast Food,Burger,Rolls,Wraps",200.0,28.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Cake Boutique,2.9,Bakery,200.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
Home Made Himayalan Momos,3.8,"Momos,Rolls,Chinese",100.0,43.0,Restaurant partner follows WHO protocol,Ludhiana,False
Chicken Xperience By Venkys,3.8,"Fast Food,Burger",200.0,35.0,Restaurant partner follows WHO protocol,Ludhiana,False
Turban Baker's and Cafe,,"Fast Food,Burger,Pizza,Beverages",150.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kitchen 29,4.0,"Burger,Chinese",100.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Krishna Fast Food,3.7,"Chinese,Fast Food",50.0,37.0,Restaurant partner follows WHO protocol,Ludhiana,False
Mom Kitchen's,,North Indian,50.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Thali Wali,,"North Indian,South Indian",50.0,30.0,Restaurant partner follows WHO protocol,Ludhiana,False
Priyanka's Kitchen,3.5,"North Indian,Chinese,Desserts,Shake,Beverages",50.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Tummy Tikler's,4.1,"Fast Food,Beverages,Shake",50.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Upper Housee,4.4,"North Indian,Chinese,Continental,European,Mughlai,Biryani,Desserts,Beverages",50.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Maggilicious,3.3,Street Food,50.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Pick A Slice,4.0,Pizza,50.0,51.0,Restaurant partner follows WHO protocol,Ludhiana,False
99 Tasty Food Hub,3.3,"Sandwich,Fast Food,Chinese,Street Food,Beverages",50.0,32.0,Restaurant partner follows WHO protocol,Ludhiana,False
Krishna Ji Ki Rasoi,,North Indian,50.0,33.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ghar Ki Rasoi,,"North Indian,Street Food",50.0,36.0,Restaurant partner follows WHO protocol,Ludhiana,False
Shahi Kitchen,4.0,"North Indian,Biryani,Seafood",50.0,40.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Barbeque Express,,"North Indian,Kebab,Chinese",350.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sixtynine Ml,,"Chinese,Rolls,North Indian,Beverages,Fast Food",350.0,44.0,Restaurant partner follows WHO protocol,Ludhiana,False
Sunrise Cake Shop,3.2,Bakery,350.0,49.0,Restaurant partner follows WHO protocol,Ludhiana,False
Grand Silver Spoon,,"North Indian,Chinese,Continental,Kebab",350.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Rockin Subs,2.7,"Sandwich,Pasta,Burger",350.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
Maggi Plaza,3.9,Fast Food,350.0,45.0,Restaurant partner follows WHO protocol,Ludhiana,False
Gupta Ice Cream,,"Ice Cream,Desserts,Beverages",350.0,18.0,Restaurant partner follows WHO protocol,Ludhiana,False
The Cheese Heist,3.8,"Pizza,Fast Food",350.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cake Street,2.9,"Shake,Bakery",350.0,41.0,Restaurant partner follows WHO protocol,Ludhiana,False
BOB Restaurant,,North Indian,350.0,20.0,Restaurant partner follows WHO protocol,Ludhiana,False
Ovenfresh Cakes And Desserts,,"Bakery,Desserts,Ice Cream,Mithai,Beverages",350.0,23.0,Restaurant partner follows WHO protocol,Ludhiana,False
Kar O Bar,,"North Indian,Bar Food",350.0,38.0,Restaurant partner follows WHO protocol,Ludhiana,False
Cheesecakes By CakeZone,,"Bakery,Desserts",100.0,22.0,Restaurant partner follows WHO protocol,Ludhiana,False
